Test name,Execution time,Result
STC_0606.smt2,180.035786100,cvc5 interrupted by SIGTERM.
STC_0363.smt2,180.035028300,cvc5 interrupted by SIGTERM.
STC_0131.smt2,180.043087800,cvc5 interrupted by SIGTERM.
STC_0852.smt2,180.035661800,cvc5 interrupted by SIGTERM.
STC_0607.smt2,180.039797800,cvc5 interrupted by SIGTERM.
STC_0364.smt2,180.039310000,cvc5 interrupted by SIGTERM.
STC_0132.smt2,180.038184500,cvc5 interrupted by SIGTERM.
STC_0853.smt2,180.036486400,cvc5 interrupted by SIGTERM.
STC_0608.smt2,180.038209000,cvc5 interrupted by SIGTERM.
STC_0365.smt2,180.035708500,cvc5 interrupted by SIGTERM.
STC_0133.smt2,180.037474600,cvc5 interrupted by SIGTERM.
STC_0854.smt2,180.036233100,cvc5 interrupted by SIGTERM.
STC_0609.smt2,180.036000100,cvc5 interrupted by SIGTERM.
STC_0610.smt2,24.875816800,sat
STC_0366.smt2,180.036113500,cvc5 interrupted by SIGTERM.
STC_0134.smt2,180.038468500,cvc5 interrupted by SIGTERM.
STC_0855.smt2,180.036444800,cvc5 interrupted by SIGTERM.
STC_0611.smt2,180.037989100,cvc5 interrupted by SIGTERM.
STC_0367.smt2,180.036681100,cvc5 interrupted by SIGTERM.
STC_0368.smt2,2.157740400,sat
STC_0135.smt2,180.042621900,cvc5 interrupted by SIGTERM.
STC_0856.smt2,180.040802600,cvc5 interrupted by SIGTERM.
STC_0612.smt2,180.038098600,cvc5 interrupted by SIGTERM.
STC_0369.smt2,180.037301400,cvc5 interrupted by SIGTERM.
STC_0370.smt2,2.021880400,sat
STC_0136.smt2,180.037764300,cvc5 interrupted by SIGTERM.
STC_0857.smt2,180.042266900,cvc5 interrupted by SIGTERM.
STC_0371.smt2,150.353300100,sat
STC_0613.smt2,180.036961700,cvc5 interrupted by SIGTERM.
STC_0137.smt2,180.039345100,cvc5 interrupted by SIGTERM.
STC_0858.smt2,180.035213300,cvc5 interrupted by SIGTERM.
STC_0372.smt2,180.038984000,cvc5 interrupted by SIGTERM.
STC_0614.smt2,180.041396900,cvc5 interrupted by SIGTERM.
STC_0138.smt2,180.043679800,cvc5 interrupted by SIGTERM.
STC_0859.smt2,180.036613700,cvc5 interrupted by SIGTERM.
STC_0373.smt2,180.039228600,cvc5 interrupted by SIGTERM.
STC_0615.smt2,180.037675900,cvc5 interrupted by SIGTERM.
STC_0139.smt2,180.035325800,cvc5 interrupted by SIGTERM.
STC_0860.smt2,180.036094800,cvc5 interrupted by SIGTERM.
STC_0374.smt2,180.035024600,cvc5 interrupted by SIGTERM.
STC_0616.smt2,180.037791700,cvc5 interrupted by SIGTERM.
STC_0140.smt2,180.034708800,cvc5 interrupted by SIGTERM.
STC_0861.smt2,180.036375100,cvc5 interrupted by SIGTERM.
STC_0375.smt2,180.036361200,cvc5 interrupted by SIGTERM.
STC_0617.smt2,180.037993200,cvc5 interrupted by SIGTERM.
STC_0141.smt2,180.038007100,cvc5 interrupted by SIGTERM.
STC_0862.smt2,180.040043100,cvc5 interrupted by SIGTERM.
STC_0376.smt2,180.035124900,cvc5 interrupted by SIGTERM.
STC_0618.smt2,180.045134600,cvc5 interrupted by SIGTERM.
STC_0142.smt2,180.033759600,cvc5 interrupted by SIGTERM.
STC_0863.smt2,180.037510100,cvc5 interrupted by SIGTERM.
STC_0377.smt2,180.036033700,cvc5 interrupted by SIGTERM.
STC_0619.smt2,180.036035000,cvc5 interrupted by SIGTERM.
STC_0378.smt2,4.697841800,sat
STC_0379.smt2,35.877594700,sat
STC_0143.smt2,180.035577300,cvc5 interrupted by SIGTERM.
STC_0144.smt2,1.194739300,sat
STC_0864.smt2,180.037732200,cvc5 interrupted by SIGTERM.
STC_0620.smt2,180.035944100,cvc5 interrupted by SIGTERM.
STC_0380.smt2,180.035188700,cvc5 interrupted by SIGTERM.
STC_0145.smt2,180.036899200,cvc5 interrupted by SIGTERM.
STC_0865.smt2,180.033562800,cvc5 interrupted by SIGTERM.
STC_0621.smt2,180.036843900,cvc5 interrupted by SIGTERM.
STC_0381.smt2,180.040839100,cvc5 interrupted by SIGTERM.
STC_0146.smt2,180.037226800,cvc5 interrupted by SIGTERM.
STC_0866.smt2,180.037715300,cvc5 interrupted by SIGTERM.
STC_0622.smt2,180.037184800,cvc5 interrupted by SIGTERM.
STC_0623.smt2,5.402366300,sat
STC_0382.smt2,180.037453500,cvc5 interrupted by SIGTERM.
STC_0147.smt2,180.036213700,cvc5 interrupted by SIGTERM.
STC_0867.smt2,180.036947600,cvc5 interrupted by SIGTERM.
STC_0624.smt2,180.036363900,cvc5 interrupted by SIGTERM.
STC_0383.smt2,180.036803000,cvc5 interrupted by SIGTERM.
STC_0148.smt2,180.035746900,cvc5 interrupted by SIGTERM.
STC_0868.smt2,180.037311200,cvc5 interrupted by SIGTERM.
STC_0625.smt2,180.036137400,cvc5 interrupted by SIGTERM.
STC_0384.smt2,180.034138600,cvc5 interrupted by SIGTERM.
STC_0149.smt2,180.032614400,cvc5 interrupted by SIGTERM.
STC_0869.smt2,180.036038000,cvc5 interrupted by SIGTERM.
STC_0626.smt2,180.036546600,cvc5 interrupted by SIGTERM.
STC_0385.smt2,180.037634700,cvc5 interrupted by SIGTERM.
STC_0386.smt2,23.437955600,sat
STC_0387.smt2,4.207245400,sat
STC_0150.smt2,180.039847800,cvc5 interrupted by SIGTERM.
STC_0388.smt2,25.045185000,sat
STC_0870.smt2,180.037132800,cvc5 interrupted by SIGTERM.
STC_0627.smt2,180.035189400,cvc5 interrupted by SIGTERM.
STC_0151.smt2,180.038285300,cvc5 interrupted by SIGTERM.
STC_0152.smt2,1.140302300,sat
STC_0153.smt2,2.599887200,sat
STC_0154.smt2,.508607000,sat
STC_0155.smt2,.636320200,sat
STC_0389.smt2,180.035350100,cvc5 interrupted by SIGTERM.
STC_0871.smt2,180.035555000,cvc5 interrupted by SIGTERM.
STC_0628.smt2,180.036569800,cvc5 interrupted by SIGTERM.
STC_0156.smt2,180.036256700,cvc5 interrupted by SIGTERM.
STC_0390.smt2,180.034863800,cvc5 interrupted by SIGTERM.
STC_0872.smt2,180.034541500,cvc5 interrupted by SIGTERM.
STC_0629.smt2,180.035757700,cvc5 interrupted by SIGTERM.
STC_0157.smt2,180.035730400,cvc5 interrupted by SIGTERM.
STC_0391.smt2,180.035201100,cvc5 interrupted by SIGTERM.
STC_0873.smt2,180.037630800,cvc5 interrupted by SIGTERM.
STC_0630.smt2,180.038650500,cvc5 interrupted by SIGTERM.
STC_0158.smt2,180.034531400,cvc5 interrupted by SIGTERM.
STC_0392.smt2,180.036850000,cvc5 interrupted by SIGTERM.
STC_0874.smt2,180.034575800,cvc5 interrupted by SIGTERM.
STC_0631.smt2,148.316492800,sat
STC_0875.smt2,32.992449100,sat
STC_0159.smt2,180.035443500,cvc5 interrupted by SIGTERM.
STC_0160.smt2,1.356620500,sat
STC_0393.smt2,180.036759600,cvc5 interrupted by SIGTERM.
STC_0632.smt2,180.035233100,cvc5 interrupted by SIGTERM.
STC_0876.smt2,180.036230000,cvc5 interrupted by SIGTERM.
STC_0161.smt2,180.035443500,cvc5 interrupted by SIGTERM.
STC_0394.smt2,180.037719300,cvc5 interrupted by SIGTERM.
STC_0162.smt2,11.298108200,sat
STC_0633.smt2,180.045699600,cvc5 interrupted by SIGTERM.
STC_0877.smt2,180.037163400,cvc5 interrupted by SIGTERM.
STC_0395.smt2,180.037897100,cvc5 interrupted by SIGTERM.
STC_0163.smt2,180.034424500,cvc5 interrupted by SIGTERM.
STC_0634.smt2,180.049641200,cvc5 interrupted by SIGTERM.
STC_0878.smt2,180.035051900,cvc5 interrupted by SIGTERM.
STC_0396.smt2,180.037917100,cvc5 interrupted by SIGTERM.
STC_0164.smt2,180.033473100,cvc5 interrupted by SIGTERM.
STC_0397.smt2,18.844226800,sat
STC_0398.smt2,14.989031500,sat
STC_0635.smt2,180.039924700,cvc5 interrupted by SIGTERM.
STC_0879.smt2,180.035820800,cvc5 interrupted by SIGTERM.
STC_0165.smt2,180.036573200,cvc5 interrupted by SIGTERM.
STC_0399.smt2,180.041793900,cvc5 interrupted by SIGTERM.
STC_0636.smt2,180.037136200,cvc5 interrupted by SIGTERM.
STC_0880.smt2,180.033917600,cvc5 interrupted by SIGTERM.
STC_0166.smt2,180.036501500,cvc5 interrupted by SIGTERM.
STC_0400.smt2,180.038363700,cvc5 interrupted by SIGTERM.
STC_0637.smt2,180.038933700,cvc5 interrupted by SIGTERM.
STC_0881.smt2,180.040962100,cvc5 interrupted by SIGTERM.
STC_0882.smt2,8.144114300,sat
STC_0638.smt2,34.691505900,sat
STC_0167.smt2,180.036013500,cvc5 interrupted by SIGTERM.
STC_0168.smt2,19.293529300,sat
STC_0401.smt2,180.036719600,cvc5 interrupted by SIGTERM.
STC_0169.smt2,29.484826900,sat
STC_0883.smt2,180.035896100,cvc5 interrupted by SIGTERM.
STC_0639.smt2,180.033232900,cvc5 interrupted by SIGTERM.
STC_0402.smt2,180.036572500,cvc5 interrupted by SIGTERM.
STC_0170.smt2,180.037615600,cvc5 interrupted by SIGTERM.
STC_0884.smt2,180.037474000,cvc5 interrupted by SIGTERM.
STC_0640.smt2,180.041443200,cvc5 interrupted by SIGTERM.
STC_0403.smt2,180.038286400,cvc5 interrupted by SIGTERM.
STC_0171.smt2,180.037989800,cvc5 interrupted by SIGTERM.
STC_0885.smt2,180.038386500,cvc5 interrupted by SIGTERM.
STC_0641.smt2,180.040468900,cvc5 interrupted by SIGTERM.
STC_0404.smt2,180.037181000,cvc5 interrupted by SIGTERM.
STC_0172.smt2,180.036126500,cvc5 interrupted by SIGTERM.
STC_0886.smt2,180.036683800,cvc5 interrupted by SIGTERM.
STC_0642.smt2,180.036457700,cvc5 interrupted by SIGTERM.
STC_0405.smt2,180.033793500,cvc5 interrupted by SIGTERM.
STC_0173.smt2,180.034767300,cvc5 interrupted by SIGTERM.
STC_0887.smt2,180.034556400,cvc5 interrupted by SIGTERM.
STC_0643.smt2,180.033030700,cvc5 interrupted by SIGTERM.
STC_0406.smt2,146.252722100,sat
STC_0174.smt2,180.037406200,cvc5 interrupted by SIGTERM.
STC_0407.smt2,57.804544500,sat
STC_0888.smt2,180.038924300,cvc5 interrupted by SIGTERM.
STC_0644.smt2,180.034943400,cvc5 interrupted by SIGTERM.
STC_0175.smt2,180.038352400,cvc5 interrupted by SIGTERM.
STC_0408.smt2,180.032061900,cvc5 interrupted by SIGTERM.
STC_0889.smt2,180.034004400,cvc5 interrupted by SIGTERM.
STC_0645.smt2,180.035119400,cvc5 interrupted by SIGTERM.
STC_0176.smt2,180.032878800,cvc5 interrupted by SIGTERM.
STC_0409.smt2,180.032678300,cvc5 interrupted by SIGTERM.
STC_0890.smt2,180.034484100,cvc5 interrupted by SIGTERM.
STC_0646.smt2,180.033489300,cvc5 interrupted by SIGTERM.
STC_0177.smt2,180.035570000,cvc5 interrupted by SIGTERM.
STC_0410.smt2,180.036736500,cvc5 interrupted by SIGTERM.
STC_0891.smt2,180.034866400,cvc5 interrupted by SIGTERM.
STC_0647.smt2,180.035896700,cvc5 interrupted by SIGTERM.
STC_0178.smt2,180.035114700,cvc5 interrupted by SIGTERM.
STC_0179.smt2,1.789000500,sat
STC_0411.smt2,180.037483100,cvc5 interrupted by SIGTERM.
STC_0892.smt2,180.032588900,cvc5 interrupted by SIGTERM.
STC_0648.smt2,180.036007700,cvc5 interrupted by SIGTERM.
STC_0893.smt2,2.345860400,sat
STC_0180.smt2,180.036856100,cvc5 interrupted by SIGTERM.
STC_0412.smt2,180.037098800,cvc5 interrupted by SIGTERM.
STC_0181.smt2,8.633188900,sat
STC_0649.smt2,180.040419600,cvc5 interrupted by SIGTERM.
STC_0894.smt2,180.041884400,cvc5 interrupted by SIGTERM.
STC_0413.smt2,53.835253700,sat
STC_0182.smt2,180.034724500,cvc5 interrupted by SIGTERM.
STC_0650.smt2,180.045490900,cvc5 interrupted by SIGTERM.
STC_0895.smt2,180.040629900,cvc5 interrupted by SIGTERM.
STC_0414.smt2,180.039675100,cvc5 interrupted by SIGTERM.
STC_0183.smt2,180.036992100,cvc5 interrupted by SIGTERM.
STC_0651.smt2,180.042774600,cvc5 interrupted by SIGTERM.
STC_0896.smt2,180.041020100,cvc5 interrupted by SIGTERM.
STC_0415.smt2,180.032349700,cvc5 interrupted by SIGTERM.
STC_0184.smt2,180.034401300,cvc5 interrupted by SIGTERM.
STC_0652.smt2,180.042382000,cvc5 interrupted by SIGTERM.
STC_0897.smt2,180.041913100,cvc5 interrupted by SIGTERM.
STC_0416.smt2,180.039437800,cvc5 interrupted by SIGTERM.
STC_0185.smt2,180.034930800,cvc5 interrupted by SIGTERM.
STC_0186.smt2,11.074107600,sat
STC_0653.smt2,180.037075300,cvc5 interrupted by SIGTERM.
STC_0898.smt2,180.040067100,cvc5 interrupted by SIGTERM.
STC_0417.smt2,180.036949700,cvc5 interrupted by SIGTERM.
STC_0187.smt2,180.036572300,cvc5 interrupted by SIGTERM.
STC_0188.smt2,16.436079300,sat
STC_0189.smt2,2.653237300,sat
STC_0654.smt2,180.036129000,cvc5 interrupted by SIGTERM.
STC_0899.smt2,180.043863000,cvc5 interrupted by SIGTERM.
STC_0418.smt2,180.035774600,cvc5 interrupted by SIGTERM.
STC_0190.smt2,180.047047600,cvc5 interrupted by SIGTERM.
STC_0655.smt2,180.034409600,cvc5 interrupted by SIGTERM.
STC_0900.smt2,180.037265100,cvc5 interrupted by SIGTERM.
STC_0419.smt2,180.038186500,cvc5 interrupted by SIGTERM.
STC_0191.smt2,180.035673900,cvc5 interrupted by SIGTERM.
STC_0656.smt2,180.034380900,cvc5 interrupted by SIGTERM.
STC_0901.smt2,180.040901500,cvc5 interrupted by SIGTERM.
STC_0902.smt2,1.248793300,sat
STC_0420.smt2,180.036247600,cvc5 interrupted by SIGTERM.
STC_0192.smt2,22.646372200,sat
STC_0421.smt2,38.700374700,sat
STC_0657.smt2,180.036048900,cvc5 interrupted by SIGTERM.
STC_0903.smt2,180.036947800,cvc5 interrupted by SIGTERM.
STC_0422.smt2,136.365314700,sat
STC_0193.smt2,180.036715700,cvc5 interrupted by SIGTERM.
STC_0658.smt2,180.033975400,cvc5 interrupted by SIGTERM.
STC_0904.smt2,180.033715500,cvc5 interrupted by SIGTERM.
STC_0423.smt2,180.035357700,cvc5 interrupted by SIGTERM.
STC_0194.smt2,180.040431800,cvc5 interrupted by SIGTERM.
STC_0659.smt2,180.032469900,cvc5 interrupted by SIGTERM.
STC_0905.smt2,180.033464100,cvc5 interrupted by SIGTERM.
STC_0424.smt2,180.033546200,cvc5 interrupted by SIGTERM.
STC_0195.smt2,180.037329300,cvc5 interrupted by SIGTERM.
STC_0196.smt2,.889643200,sat
STC_0197.smt2,1.520401500,sat
STC_0660.smt2,180.033229200,cvc5 interrupted by SIGTERM.
STC_0906.smt2,180.040366500,cvc5 interrupted by SIGTERM.
STC_0425.smt2,180.036015500,cvc5 interrupted by SIGTERM.
STC_0198.smt2,180.036644900,cvc5 interrupted by SIGTERM.
STC_0661.smt2,180.039166800,cvc5 interrupted by SIGTERM.
STC_0907.smt2,180.040365500,cvc5 interrupted by SIGTERM.
STC_0426.smt2,180.033784100,cvc5 interrupted by SIGTERM.
STC_0199.smt2,180.033597200,cvc5 interrupted by SIGTERM.
STC_0662.smt2,180.034330500,cvc5 interrupted by SIGTERM.
STC_0908.smt2,180.033487500,cvc5 interrupted by SIGTERM.
STC_0427.smt2,180.036396500,cvc5 interrupted by SIGTERM.
STC_0200.smt2,180.033635600,cvc5 interrupted by SIGTERM.
STC_0663.smt2,180.033706200,cvc5 interrupted by SIGTERM.
STC_0909.smt2,180.040497200,cvc5 interrupted by SIGTERM.
STC_0428.smt2,180.035648500,cvc5 interrupted by SIGTERM.
STC_0201.smt2,180.041131200,cvc5 interrupted by SIGTERM.
STC_0664.smt2,180.035544100,cvc5 interrupted by SIGTERM.
STC_0910.smt2,180.037000500,cvc5 interrupted by SIGTERM.
STC_0429.smt2,180.033745400,cvc5 interrupted by SIGTERM.
STC_0665.smt2,14.217531900,sat
STC_0202.smt2,180.035777100,cvc5 interrupted by SIGTERM.
STC_0911.smt2,180.039599900,cvc5 interrupted by SIGTERM.
STC_0430.smt2,180.037268400,cvc5 interrupted by SIGTERM.
STC_0666.smt2,180.035010900,cvc5 interrupted by SIGTERM.
STC_0203.smt2,180.036448700,cvc5 interrupted by SIGTERM.
STC_0912.smt2,180.041689800,cvc5 interrupted by SIGTERM.
STC_0431.smt2,180.037157000,cvc5 interrupted by SIGTERM.
STC_0667.smt2,180.034685700,cvc5 interrupted by SIGTERM.
STC_0204.smt2,180.034387500,cvc5 interrupted by SIGTERM.
STC_0913.smt2,180.035890500,cvc5 interrupted by SIGTERM.
STC_0432.smt2,180.040126000,cvc5 interrupted by SIGTERM.
STC_0668.smt2,180.033831300,cvc5 interrupted by SIGTERM.
STC_0205.smt2,180.034610100,cvc5 interrupted by SIGTERM.
STC_0206.smt2,22.690999800,sat
STC_0914.smt2,180.035330900,cvc5 interrupted by SIGTERM.
STC_0207.smt2,141.839479900,sat
STC_0433.smt2,180.038764400,cvc5 interrupted by SIGTERM.
STC_0669.smt2,180.033208500,cvc5 interrupted by SIGTERM.
STC_0434.smt2,7.718554900,sat
STC_0208.smt2,16.014740600,sat
STC_0209.smt2,12.600618100,sat
STC_0915.smt2,180.038845200,cvc5 interrupted by SIGTERM.
STC_0670.smt2,180.034689500,cvc5 interrupted by SIGTERM.
STC_0435.smt2,180.037260200,cvc5 interrupted by SIGTERM.
STC_0210.smt2,180.034350800,cvc5 interrupted by SIGTERM.
STC_0916.smt2,180.035261300,cvc5 interrupted by SIGTERM.
STC_0671.smt2,180.032688000,cvc5 interrupted by SIGTERM.
STC_0436.smt2,180.035723500,cvc5 interrupted by SIGTERM.
STC_0211.smt2,180.039627600,cvc5 interrupted by SIGTERM.
STC_0917.smt2,180.037050800,cvc5 interrupted by SIGTERM.
STC_0672.smt2,180.034561400,cvc5 interrupted by SIGTERM.
STC_0437.smt2,180.038403200,cvc5 interrupted by SIGTERM.
STC_0212.smt2,180.034968600,cvc5 interrupted by SIGTERM.
STC_0673.smt2,39.510037000,sat
STC_0918.smt2,128.976816000,sat
STC_0919.smt2,45.355211200,sat
STC_0438.smt2,180.033688900,cvc5 interrupted by SIGTERM.
STC_0213.smt2,180.034874400,cvc5 interrupted by SIGTERM.
STC_0674.smt2,180.035632200,cvc5 interrupted by SIGTERM.
STC_0920.smt2,180.038197500,cvc5 interrupted by SIGTERM.
STC_0439.smt2,180.033079500,cvc5 interrupted by SIGTERM.
STC_0214.smt2,180.035470300,cvc5 interrupted by SIGTERM.
STC_0215.smt2,9.743937300,sat
STC_0216.smt2,1.384734700,sat
STC_0675.smt2,180.038224400,cvc5 interrupted by SIGTERM.
STC_0217.smt2,123.009425100,sat
STC_0218.smt2,9.212116300,sat
STC_0921.smt2,180.034608400,cvc5 interrupted by SIGTERM.
STC_0440.smt2,180.034445200,cvc5 interrupted by SIGTERM.
STC_0676.smt2,180.034866600,cvc5 interrupted by SIGTERM.
STC_0219.smt2,180.035449500,cvc5 interrupted by SIGTERM.
STC_0922.smt2,180.034911000,cvc5 interrupted by SIGTERM.
STC_0441.smt2,180.031955700,cvc5 interrupted by SIGTERM.
STC_0677.smt2,180.034177600,cvc5 interrupted by SIGTERM.
STC_0220.smt2,180.036858200,cvc5 interrupted by SIGTERM.
STC_0923.smt2,180.038814700,cvc5 interrupted by SIGTERM.
STC_0442.smt2,180.036267200,cvc5 interrupted by SIGTERM.
STC_0678.smt2,180.034989100,cvc5 interrupted by SIGTERM.
STC_0221.smt2,180.036732500,cvc5 interrupted by SIGTERM.
STC_0924.smt2,180.035851300,cvc5 interrupted by SIGTERM.
STC_0443.smt2,180.034660800,cvc5 interrupted by SIGTERM.
STC_0679.smt2,180.035825400,cvc5 interrupted by SIGTERM.
STC_0925.smt2,82.131715600,sat
STC_0222.smt2,180.038272100,cvc5 interrupted by SIGTERM.
STC_0444.smt2,180.037276100,cvc5 interrupted by SIGTERM.
STC_0680.smt2,180.033488600,cvc5 interrupted by SIGTERM.
STC_0926.smt2,180.035196800,cvc5 interrupted by SIGTERM.
STC_0223.smt2,137.454307700,sat
STC_0445.smt2,180.038668200,cvc5 interrupted by SIGTERM.
STC_0681.smt2,180.036091500,cvc5 interrupted by SIGTERM.
STC_0927.smt2,180.035795700,cvc5 interrupted by SIGTERM.
STC_0224.smt2,180.034533500,cvc5 interrupted by SIGTERM.
STC_0446.smt2,180.035851000,cvc5 interrupted by SIGTERM.
STC_0682.smt2,180.033437600,cvc5 interrupted by SIGTERM.
STC_0928.smt2,180.035351900,cvc5 interrupted by SIGTERM.
STC_0225.smt2,180.036428900,cvc5 interrupted by SIGTERM.
STC_0447.smt2,180.036024500,cvc5 interrupted by SIGTERM.
STC_0683.smt2,180.033501100,cvc5 interrupted by SIGTERM.
STC_0684.smt2,.994856200,sat
STC_0929.smt2,180.036574100,cvc5 interrupted by SIGTERM.
STC_0226.smt2,180.034844000,cvc5 interrupted by SIGTERM.
STC_0448.smt2,180.036193100,cvc5 interrupted by SIGTERM.
STC_0685.smt2,180.032308200,cvc5 interrupted by SIGTERM.
STC_0930.smt2,180.032177700,cvc5 interrupted by SIGTERM.
STC_0686.smt2,50.491776800,sat
STC_0227.smt2,180.034667300,cvc5 interrupted by SIGTERM.
STC_0449.smt2,180.034118700,cvc5 interrupted by SIGTERM.
STC_0931.smt2,180.033915800,cvc5 interrupted by SIGTERM.
STC_0687.smt2,180.038255200,cvc5 interrupted by SIGTERM.
STC_0228.smt2,180.035470000,cvc5 interrupted by SIGTERM.
STC_0450.smt2,180.037453500,cvc5 interrupted by SIGTERM.
STC_0932.smt2,180.034566000,cvc5 interrupted by SIGTERM.
STC_0688.smt2,180.035284200,cvc5 interrupted by SIGTERM.
STC_0229.smt2,180.032080600,cvc5 interrupted by SIGTERM.
STC_0451.smt2,180.034375300,cvc5 interrupted by SIGTERM.
STC_0933.smt2,180.035872300,cvc5 interrupted by SIGTERM.
STC_0689.smt2,180.035068900,cvc5 interrupted by SIGTERM.
STC_0230.smt2,180.037779600,cvc5 interrupted by SIGTERM.
STC_0452.smt2,180.035041600,cvc5 interrupted by SIGTERM.
STC_0934.smt2,180.036587500,cvc5 interrupted by SIGTERM.
STC_0690.smt2,180.035931400,cvc5 interrupted by SIGTERM.
STC_0231.smt2,180.038050600,cvc5 interrupted by SIGTERM.
STC_0453.smt2,180.034059000,cvc5 interrupted by SIGTERM.
STC_0935.smt2,180.037712800,cvc5 interrupted by SIGTERM.
STC_0691.smt2,180.035909100,cvc5 interrupted by SIGTERM.
STC_0232.smt2,180.040308400,cvc5 interrupted by SIGTERM.
STC_0454.smt2,180.035059900,cvc5 interrupted by SIGTERM.
STC_0936.smt2,180.037912600,cvc5 interrupted by SIGTERM.
STC_0692.smt2,180.035729300,cvc5 interrupted by SIGTERM.
STC_0233.smt2,180.035449300,cvc5 interrupted by SIGTERM.
STC_0455.smt2,180.035707300,cvc5 interrupted by SIGTERM.
STC_0456.smt2,24.513359400,sat
STC_0937.smt2,180.035545200,cvc5 interrupted by SIGTERM.
STC_0693.smt2,180.036300800,cvc5 interrupted by SIGTERM.
STC_0234.smt2,180.036569900,cvc5 interrupted by SIGTERM.
STC_0457.smt2,180.034211900,cvc5 interrupted by SIGTERM.
STC_0938.smt2,180.034622800,cvc5 interrupted by SIGTERM.
STC_0694.smt2,180.035396000,cvc5 interrupted by SIGTERM.
STC_0235.smt2,180.038221200,cvc5 interrupted by SIGTERM.
STC_0458.smt2,180.036878700,cvc5 interrupted by SIGTERM.
STC_0939.smt2,180.036858600,cvc5 interrupted by SIGTERM.
STC_0695.smt2,180.035803600,cvc5 interrupted by SIGTERM.
STC_0236.smt2,180.034994500,cvc5 interrupted by SIGTERM.
STC_0459.smt2,180.036086200,cvc5 interrupted by SIGTERM.
STC_0940.smt2,180.039691500,cvc5 interrupted by SIGTERM.
STC_0696.smt2,180.035040500,cvc5 interrupted by SIGTERM.
STC_0237.smt2,180.034686500,cvc5 interrupted by SIGTERM.
STC_0460.smt2,180.036774200,cvc5 interrupted by SIGTERM.
STC_0941.smt2,180.036901200,cvc5 interrupted by SIGTERM.
STC_0697.smt2,180.040328400,cvc5 interrupted by SIGTERM.
STC_0238.smt2,180.037957900,cvc5 interrupted by SIGTERM.
STC_0461.smt2,180.038096900,cvc5 interrupted by SIGTERM.
STC_0942.smt2,180.036909100,cvc5 interrupted by SIGTERM.
STC_0698.smt2,180.034290000,cvc5 interrupted by SIGTERM.
STC_0239.smt2,180.038161700,cvc5 interrupted by SIGTERM.
STC_0462.smt2,180.036861800,cvc5 interrupted by SIGTERM.
STC_0943.smt2,180.033450100,cvc5 interrupted by SIGTERM.
STC_0699.smt2,180.042094700,cvc5 interrupted by SIGTERM.
STC_0240.smt2,180.034985800,cvc5 interrupted by SIGTERM.
STC_0463.smt2,180.034594100,cvc5 interrupted by SIGTERM.
STC_0944.smt2,180.036972400,cvc5 interrupted by SIGTERM.
STC_0945.smt2,23.572405100,sat
STC_0700.smt2,180.037794900,cvc5 interrupted by SIGTERM.
STC_0701.smt2,1.061409000,sat
STC_0241.smt2,180.036083900,cvc5 interrupted by SIGTERM.
STC_0946.smt2,31.774527500,sat
STC_0242.smt2,3.411756000,sat
STC_0464.smt2,180.035823200,cvc5 interrupted by SIGTERM.
STC_0702.smt2,180.038620400,cvc5 interrupted by SIGTERM.
STC_0947.smt2,180.037188000,cvc5 interrupted by SIGTERM.
STC_0243.smt2,180.035253900,cvc5 interrupted by SIGTERM.
STC_0244.smt2,.678724700,sat
STC_0465.smt2,180.034739500,cvc5 interrupted by SIGTERM.
STC_0703.smt2,180.033328600,cvc5 interrupted by SIGTERM.
STC_0948.smt2,180.036337300,cvc5 interrupted by SIGTERM.
STC_0245.smt2,180.037007400,cvc5 interrupted by SIGTERM.
STC_0466.smt2,180.035981600,cvc5 interrupted by SIGTERM.
STC_0704.smt2,180.034237200,cvc5 interrupted by SIGTERM.
STC_0949.smt2,180.036348300,cvc5 interrupted by SIGTERM.
STC_0246.smt2,180.034785100,cvc5 interrupted by SIGTERM.
STC_0467.smt2,180.034628300,cvc5 interrupted by SIGTERM.
STC_0705.smt2,180.037714500,cvc5 interrupted by SIGTERM.
STC_0950.smt2,180.037988700,cvc5 interrupted by SIGTERM.
STC_0247.smt2,180.033395800,cvc5 interrupted by SIGTERM.
STC_0468.smt2,180.034019300,cvc5 interrupted by SIGTERM.
STC_0706.smt2,180.036587400,cvc5 interrupted by SIGTERM.
STC_0951.smt2,180.036734100,cvc5 interrupted by SIGTERM.
STC_0248.smt2,180.035541500,cvc5 interrupted by SIGTERM.
STC_0469.smt2,180.034906900,cvc5 interrupted by SIGTERM.
STC_0707.smt2,180.034686600,cvc5 interrupted by SIGTERM.
STC_0952.smt2,180.035824800,cvc5 interrupted by SIGTERM.
STC_0249.smt2,180.036672800,cvc5 interrupted by SIGTERM.
STC_0250.smt2,9.607191800,sat
STC_0470.smt2,180.036480100,cvc5 interrupted by SIGTERM.
STC_0708.smt2,180.036828800,cvc5 interrupted by SIGTERM.
STC_0953.smt2,180.034780500,cvc5 interrupted by SIGTERM.
STC_0471.smt2,180.035809200,cvc5 interrupted by SIGTERM.
STC_0709.smt2,180.031736500,cvc5 interrupted by SIGTERM.
STC_0954.smt2,180.034352200,cvc5 interrupted by SIGTERM.
STC_0710.smt2,96.536506600,sat
STC_0472.smt2,180.034739200,cvc5 interrupted by SIGTERM.
STC_0955.smt2,180.032031400,cvc5 interrupted by SIGTERM.
STC_0711.smt2,180.030860600,cvc5 interrupted by SIGTERM.
