Test name, Execution time, Result, Values
/20220315-MathProblems/STC_0249.smt2, 0.576918, SAT, x = -1 y = 5 z = 5 
/20220315-MathProblems/STC_0250.smt2, 0.414334, SAT, x = -30 y = -25 z = 35 
/20220315-MathProblems/STC_0251.smt2, 0.072266, SAT, x = -90 y = 54 z = 83 
/20220315-MathProblems/STC_0252.smt2, 0.363806, SAT, x = -41 y = -28 z = 45 
/20220315-MathProblems/STC_0253.smt2, 0.203237, SAT, x = -68 y = -24 z = 69 
/20220315-MathProblems/STC_0254.smt2, 0.344966, SAT, x = -41 y = -17 z = 42 
/20220315-MathProblems/STC_0255.smt2, 1.157344, Not SAT
/20220315-MathProblems/STC_0256.smt2, 1.194841, Not SAT
/20220315-MathProblems/STC_0257.smt2, 1.132369, Not SAT
/20220315-MathProblems/STC_0258.smt2, 0.629668, SAT, x = 2 y = 5 z = 5 
/20220315-MathProblems/STC_0259.smt2, 0.332691, SAT, x = -42 y = -37 z = 50 
/20220315-MathProblems/STC_0260.smt2, 0.491047, SAT, x = -15 y = -13 z = 18 
/20220315-MathProblems/STC_0261.smt2, 0.258169, SAT, x = -56 y = 30 z = 53 
/20220315-MathProblems/STC_0262.smt2, 0.543412, SAT, x = -5 y = -5 z = 8 
/20220315-MathProblems/STC_0263.smt2, 0.357671, SAT, x = -39 y = 31 z = 31 
/20220315-MathProblems/STC_0264.smt2, 1.183508, Not SAT
/20220315-MathProblems/STC_0265.smt2, 1.168576, Not SAT
/20220315-MathProblems/STC_0266.smt2, 1.149978, Not SAT
/20220315-MathProblems/STC_0267.smt2, 0.539309, SAT, x = -10 y = -4 z = 11 
/20220315-MathProblems/STC_0268.smt2, 1.192058, Not SAT
/20220315-MathProblems/STC_0269.smt2, 0.110136, SAT, x = -83 y = -40 z = 86 
/20220315-MathProblems/STC_0270.smt2, 0.285269, SAT, x = -51 y = 40 z = 41 
/20220315-MathProblems/STC_0271.smt2, 0.539820, SAT, x = -9 y = 0 z = 10 
/20220315-MathProblems/STC_0272.smt2, 0.530509, SAT, x = -12 y = 10 z = 10 
/20220315-MathProblems/STC_0273.smt2, 1.165226, Not SAT
/20220315-MathProblems/STC_0274.smt2, 1.162574, Not SAT
/20220315-MathProblems/STC_0275.smt2, 1.184762, Not SAT
/20220315-MathProblems/STC_0276.smt2, 1.148081, Not SAT
/20220315-MathProblems/STC_0277.smt2, 0.562638, SAT, x = -4 y = 5 z = 6 
/20220315-MathProblems/STC_0278.smt2, 0.568238, SAT, x = -4 y = -1 z = 7 
/20220315-MathProblems/STC_0279.smt2, 0.477361, SAT, x = -16 y = 10 z = 15 
/20220315-MathProblems/STC_0280.smt2, 0.433808, SAT, x = -26 y = -16 z = 28 
/20220315-MathProblems/STC_0281.smt2, 0.087165, SAT, x = -89 y = 45 z = 85 
/20220315-MathProblems/STC_0282.smt2, 0.567980, SAT, x = -5 y = 4 z = 7 
/20220315-MathProblems/STC_0283.smt2, 1.166803, Not SAT
/20220315-MathProblems/STC_0284.smt2, 1.156424, Not SAT
/20220315-MathProblems/STC_0285.smt2, 1.155095, Not SAT
/20220315-MathProblems/STC_0286.smt2, 1.179116, Not SAT
/20220315-MathProblems/STC_0287.smt2, 0.070011, SAT, x = -88 y = -56 z = 95 
/20220315-MathProblems/STC_0288.smt2, 0.190638, SAT, x = -72 y = 25 z = 71 
/20220315-MathProblems/STC_0289.smt2, 0.575267, SAT, x = -3 y = -3 z = 7 
/20220315-MathProblems/STC_0290.smt2, 1.201226, Not SAT
/20220315-MathProblems/STC_0291.smt2, 1.317278, Not SAT
/20220315-MathProblems/STC_0292.smt2, 1.174174, Not SAT
/20220315-MathProblems/STC_0293.smt2, 1.183308, Not SAT
/20220315-MathProblems/STC_0294.smt2, 0.534953, SAT, x = -7 y = 5 z = 8 
/20220315-MathProblems/STC_0295.smt2, 0.525344, SAT, x = -9 y = 8 z = 8 
/20220315-MathProblems/STC_0296.smt2, 0.533929, SAT, x = -6 y = 0 z = 8 
/20220315-MathProblems/STC_0297.smt2, 0.551557, SAT, x = -6 y = -6 z = 9 
/20220315-MathProblems/STC_0298.smt2, 0.475419, SAT, x = -18 y = -9 z = 19 
/20220315-MathProblems/STC_0299.smt2, 1.143593, Not SAT
/20220315-MathProblems/STC_0300.smt2, 0.237026, SAT, x = -59 y = 34 z = 55 
/20220315-MathProblems/STC_0301.smt2, 1.195557, Not SAT
/20220315-MathProblems/STC_0302.smt2, 1.163982, Not SAT
/20220315-MathProblems/STC_0303.smt2, 0.306638, SAT, x = -49 y = 32 z = 44 
/20220315-MathProblems/STC_0304.smt2, 0.284927, SAT, x = -54 y = 32 z = 50 
